,date,MAX_AVG_LOAD,maxtempC,mintempC,avgtempC,totalprecipMM,weatherDesc,humidity,cloudcover,HeatIndexC,WindChillC,FeelsLikeC,windspeedKmph,winddirdegree,week_id,Weekday,is_weekend,residential_percent_change_from_baseline,workplaces_percent_change_from_baseline,transit_stations_percent_change_from_baseline,parks_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,retail_and_recreation_percent_change_from_baseline
949,2019-08-08,2645.0,33,16,24,0.0,Sunny,41,0,23,24,23,14,277,32.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,2019-08-09,2415.0,32,17,24,0.0,Sunny,40,0,23,24,23,17,293,32.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
951,2019-08-10,2427.5,31,14,23,0.0,Sunny,33,0,22,23,22,20,287,32.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
952,2019-08-11,2175.0,32,15,24,0.0,Sunny,23,0,23,24,23,22,288,33.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,2019-08-12,2255.0,32,18,25,0.0,Sunny,21,0,24,25,24,21,292,33.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,2019-08-13,2360.0,33,19,26,0.0,Sunny,22,0,25,26,25,19,278,33.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,2019-08-14,2470.0,34,19,26,0.0,Sunny,28,0,25,26,25,18,276,33.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,2019-08-15,2590.0,32,17,25,0.0,Sunny,23,0,24,25,24,19,268,33.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,2019-08-16,2445.0,35,19,27,0.0,Sunny,22,0,26,27,26,17,254,33.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
958,2019-08-17,2740.0,33,19,25,0.0,Sunny,31,0,25,25,25,22,296,33.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
959,2019-08-18,2735.0,32,17,23,0.0,Sunny,42,0,23,23,23,14,269,34.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,2019-08-19,2715.0,32,16,24,0.0,Sunny,41,0,23,24,23,13,275,34.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,2019-08-20,2702.5,33,16,24,0.0,Sunny,42,0,23,24,23,15,254,34.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,2019-08-21,2700.0,34,16,25,0.0,Sunny,42,0,24,25,24,10,251,34.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,2019-08-22,2760.0,36,18,27,0.0,Sunny,33,0,26,27,26,11,168,34.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,2019-08-23,2515.0,37,20,28,0.0,Sunny,35,0,27,28,27,13,147,34.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
965,2019-08-24,2910.0,36,19,27,0.0,Sunny,43,0,27,27,27,10,250,34.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
966,2019-08-25,2850.0,34,19,26,0.0,Sunny,45,0,26,26,26,12,262,35.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,2019-08-26,2777.5,36,18,27,0.0,Sunny,35,5,26,27,26,11,236,35.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,2019-08-27,2940.0,36,20,27,0.0,Sunny,36,7,27,27,27,13,239,35.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,2019-08-28,2930.0,35,18,26,0.0,Sunny,44,1,25,26,25,16,249,35.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,2019-08-29,2862.5,36,18,26,0.0,Sunny,48,0,26,26,26,16,192,35.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,2019-08-30,2450.0,35,18,26,0.0,Sunny,47,0,25,26,25,12,229,35.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
972,2019-08-31,2710.0,36,18,26,0.0,Sunny,33,0,26,26,26,9,146,35.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2019-09-01,2892.5,36,19,27,0.0,Sunny,36,0,26,27,26,12,179,36.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,2019-09-02,2785.0,36,19,26,0.0,Sunny,43,0,26,26,26,11,249,36.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,2019-09-03,2725.0,35,18,25,0.0,Sunny,45,0,25,25,25,12,248,36.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,2019-09-04,2655.0,33,17,24,0.0,Sunny,49,0,23,24,23,13,260,36.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,2019-09-05,2572.5,32,15,23,0.0,Sunny,47,0,22,23,22,14,274,36.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,2019-09-06,2250.0,32,16,23,0.0,Sunny,41,0,23,23,23,17,295,36.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
979,2019-09-07,2545.0,30,17,23,0.0,Sunny,47,1,22,23,22,19,304,36.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
980,2019-09-08,2585.0,30,14,21,0.0,Sunny,55,0,21,21,21,14,262,37.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,2019-09-09,2612.5,31,14,23,0.0,Sunny,55,1,22,23,22,10,243,37.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,2019-09-10,2640.0,31,17,23,0.0,Sunny,53,0,23,23,23,9,237,37.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,2019-09-11,2615.0,32,17,23,0.0,Sunny,50,0,23,23,23,12,251,37.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,2019-09-12,2532.5,32,15,22,0.0,Sunny,47,0,22,22,22,12,210,37.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,2019-09-13,2220.0,31,14,22,0.0,Sunny,43,0,22,22,22,10,185,37.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
986,2019-09-14,2542.5,30,15,22,0.0,Sunny,54,0,22,22,22,12,254,37.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
987,2019-09-15,2527.5,29,15,21,0.0,Sunny,57,3,21,21,21,15,279,38.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,2019-09-16,2550.0,29,14,21,0.0,Sunny,50,1,21,21,21,10,270,38.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,2019-09-17,2540.0,32,16,23,0.0,Sunny,44,1,23,23,23,10,222,38.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,2019-09-18,2675.0,35,19,26,0.0,Sunny,27,0,25,26,25,11,199,38.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,2019-09-19,2795.0,37,20,28,0.0,Sunny,28,4,28,28,28,10,226,38.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,2019-09-20,2405.0,36,20,27,0.0,Sunny,37,2,27,27,27,12,225,38.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
993,2019-09-21,2545.0,33,17,24,0.0,Sunny,48,0,23,24,23,12,248,38.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
994,2019-09-22,2600.0,30,16,22,0.0,Sunny,43,0,22,22,22,8,185,39.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,2019-09-23,2470.0,31,15,22,0.0,Sunny,42,0,21,22,22,8,205,39.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,2019-09-24,2500.0,31,14,22,0.0,Sunny,33,0,21,22,21,8,196,39.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,2019-09-25,2495.0,31,15,23,0.0,Sunny,32,0,22,23,22,9,172,39.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,2019-09-26,2510.0,31,14,22,0.0,Sunny,29,0,22,23,22,9,200,39.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,2019-09-27,2260.0,34,17,24,0.0,Sunny,31,0,23,24,23,10,219,39.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,2019-09-28,2552.5,32,16,24,0.0,Sunny,37,0,23,24,23,10,243,39.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,2019-09-29,2570.0,30,13,21,0.0,Sunny,50,0,21,21,21,9,244,40.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,2019-09-30,2580.0,32,15,22,0.0,Sunny,47,0,22,22,22,11,185,40.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,2019-10-01,2555.0,33,16,23,0.0,Sunny,46,0,22,23,22,12,253,40.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2019-10-02,2510.0,31,14,21,0.0,Sunny,48,0,21,22,22,11,215,40.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,2019-10-03,2380.0,30,14,23,0.0,Sunny,37,1,23,23,23,8,223,40.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,2019-10-04,2060.0,31,14,22,0.0,Sunny,33,2,22,22,22,8,226,40.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,2019-10-05,2420.0,33,17,24,0.0,Sunny,27,7,23,24,23,14,203,40.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,2019-10-06,2450.0,29,17,22,0.3,Sunny,32,20,22,22,22,10,239,41.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,2019-10-07,2415.0,29,13,21,0.0,Sunny,44,1,21,21,21,11,217,41.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,2019-10-08,2495.0,32,16,23,0.2,Sunny,40,2,22,23,22,11,173,41.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,2019-10-09,2505.0,33,17,24,0.0,Sunny,36,1,24,24,24,9,232,41.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,2019-10-10,2502.5,33,17,25,0.0,Sunny,37,2,24,25,24,10,226,41.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,2019-10-11,2200.0,33,19,25,0.0,Sunny,38,2,25,25,25,11,229,41.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,2019-10-12,2500.0,30,16,22,0.0,Sunny,46,0,21,22,22,10,224,41.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,2019-10-13,2502.5,31,15,22,0.0,Sunny,43,1,22,22,22,8,228,42.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,2019-10-14,2640.0,32,19,24,4.4,Sunny,35,21,24,24,24,15,160,42.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,2019-10-15,2640.0,31,20,24,9.5,Patchy rain possible,36,27,24,24,24,11,180,42.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,2019-10-16,2555.0,30,21,24,1.3,Sunny,36,14,24,24,24,10,163,42.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,2019-10-17,2485.0,28,19,23,0.9,Sunny,47,12,23,23,23,11,197,42.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,2019-10-18,2070.0,28,18,22,0.0,Sunny,57,4,22,22,22,10,218,42.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,2019-10-19,2405.0,26,16,21,0.0,Sunny,45,1,20,21,21,7,216,42.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,2019-10-20,2357.5,25,15,20,0.0,Sunny,44,1,20,20,20,10,288,43.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,2019-10-21,2347.5,24,14,19,0.0,Sunny,41,6,20,19,19,11,310,43.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,2019-10-22,2375.0,25,15,20,0.2,Sunny,40,12,20,20,20,11,187,43.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,2019-10-23,2325.0,26,16,20,0.0,Sunny,46,5,20,20,20,13,226,43.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,2019-10-24,2250.0,22,14,18,0.0,Sunny,53,6,18,18,18,11,280,43.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,2019-10-25,2040.0,22,13,17,0.0,Sunny,48,7,17,17,17,13,272,43.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,2019-10-26,2395.0,22,13,18,0.5,Sunny,48,15,18,18,18,13,231,43.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,2019-10-27,2310.0,22,16,18,0.1,Partly cloudy,53,35,19,18,18,14,129,44.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,2019-10-28,2295.0,23,14,18,0.0,Sunny,60,7,18,18,18,9,190,44.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,2019-10-29,2312.5,22,12,16,0.0,Sunny,59,1,16,16,16,10,255,44.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,2019-10-30,2300.0,21,11,16,0.0,Sunny,51,2,16,16,16,6,151,44.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,2019-10-31,2222.5,22,12,17,0.0,Sunny,47,3,17,17,17,8,128,44.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,2019-11-01,2007.5,22,12,17,0.0,Sunny,54,16,17,17,17,12,235,44.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,2019-11-02,2295.0,21,11,16,0.0,Sunny,51,26,16,16,16,8,223,44.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,2019-11-03,2280.0,22,12,17,0.0,Sunny,54,4,17,17,17,9,194,45.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,2019-11-04,2265.0,23,13,18,0.0,Sunny,36,2,18,18,18,7,128,45.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,2019-11-05,2300.0,25,14,19,0.0,Sunny,34,2,19,19,19,7,90,45.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,2019-11-06,2312.5,23,13,18,0.0,Sunny,40,0,18,18,18,8,25,45.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,2019-11-07,2255.0,24,13,18,0.0,Sunny,33,1,18,18,18,8,47,45.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,2019-11-08,1990.0,25,14,19,0.0,Sunny,35,4,19,19,19,7,183,45.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,2019-11-09,2185.0,24,14,19,0.0,Sunny,38,9,19,19,19,12,219,45.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,2019-11-10,2315.0,22,15,18,0.0,Sunny,33,13,18,18,18,15,81,46.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,2019-11-11,2300.0,23,15,18,0.6,Sunny,41,10,18,18,18,15,81,46.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,2019-11-12,2295.0,23,13,18,0.0,Sunny,56,9,18,17,17,10,84,46.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,2019-11-13,2315.0,24,15,19,0.0,Sunny,56,21,20,19,19,9,121,46.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,2019-11-14,2300.0,24,16,20,0.0,Sunny,49,11,20,20,20,8,236,46.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,2019-11-15,2047.5,22,14,17,0.4,Sunny,63,5,18,17,17,13,260,46.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,2019-11-16,2317.5,17,11,14,3.7,Patchy rain possible,69,43,14,13,13,13,197,46.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,2019-11-17,2279.543901,17,10,14,0.0,Partly cloudy,64,25,14,12,12,19,80,47.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,2019-11-18,2417.5,15,9,11,0.0,Partly cloudy,38,13,11,10,10,15,85,47.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,2019-11-19,2490.0,14,4,9,0.0,Sunny,30,3,9,8,8,10,98,47.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,2019-11-20,2570.0,14,3,8,0.0,Sunny,33,0,8,8,8,7,120,47.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,2019-11-21,2515.0,17,6,11,0.0,Partly cloudy,19,24,11,10,10,14,183,47.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,2019-11-22,2357.5,18,9,13,0.0,Sunny,17,20,13,12,12,8,252,47.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,2019-11-23,2570.0,17,7,12,0.0,Sunny,29,0,12,12,12,6,126,47.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,2019-11-24,2545.0,17,6,11,0.0,Sunny,38,6,11,11,11,6,165,48.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,2019-11-25,2495.0,20,7,14,0.0,Partly cloudy,28,10,14,14,14,10,216,48.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,2019-11-26,2472.5,25,13,18,0.0,Sunny,28,3,18,18,18,20,213,48.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,2019-11-27,2445.0,21,10,15,0.0,Sunny,41,3,15,15,15,20,265,48.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,2019-11-28,2380.0,17,7,12,0.0,Sunny,41,2,12,11,11,7,174,48.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,2019-11-29,2215.0,18,7,12,0.0,Sunny,44,0,12,12,12,7,181,48.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,2019-11-30,2432.5,20,8,13,0.0,Sunny,44,3,13,13,13,8,161,48.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,2019-12-01,2465.0,18,9,13,0.0,Sunny,65,5,13,12,12,9,259,49.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2019-12-02,2585.0,15,7,11,0.4,Partly cloudy,73,18,11,9,9,15,292,49.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,2019-12-03,2555.0,15,5,9,0.0,Sunny,65,1,9,9,9,6,171,49.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,2019-12-04,2585.0,16,5,10,0.0,Sunny,51,0,10,10,10,3,116,49.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,2019-12-05,2570.0,16,5,10,0.0,Sunny,55,2,10,10,10,8,229,49.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,2019-12-06,2595.0,12,8,10,0.1,Partly cloudy,74,39,10,7,7,20,293,49.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,2019-12-07,2755.0,11,5,7,0.0,Partly cloudy,70,21,7,5,5,12,311,49.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,2019-12-08,2930.0,13,5,8,0.0,Sunny,72,20,8,7,7,8,276,50.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,2019-12-09,2885.0,14,8,11,0.4,Sunny,73,27,11,9,9,16,262,50.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,2019-12-10,2755.0,16,8,11,0.0,Sunny,62,23,11,11,11,10,235,50.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,2019-12-11,2765.0,18,8,12,0.0,Sunny,45,20,12,12,12,9,189,50.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,2019-12-12,2720.0,17,7,11,0.1,Sunny,51,7,11,10,10,19,254,50.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,2019-12-13,2612.5,13,4,8,0.0,Sunny,65,2,8,6,6,16,268,50.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,2019-12-14,2750.0,14,4,9,0.0,Sunny,57,4,9,8,8,8,246,50.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,2019-12-15,2915.0,14,4,9,0.9,Sunny,49,33,9,8,8,12,246,51.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,2019-12-16,2795.0,13,6,9,0.5,Sunny,57,17,9,7,7,17,164,51.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,2019-12-17,2715.0,13,5,9,0.0,Sunny,58,3,9,7,7,10,318,51.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,2019-12-18,2730.0,14,4,9,0.0,Sunny,49,0,9,8,8,7,165,51.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,2019-12-19,2670.0,14,4,8,0.0,Sunny,41,0,8,6,6,9,126,51.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,2019-12-20,2500.0,14,4,8,0.0,Sunny,34,0,8,6,6,13,166,51.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,2019-12-21,2710.0,15,4,8,0.0,Sunny,37,2,8,7,7,10,175,51.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,2019-12-22,2692.5,16,4,9,0.0,Sunny,44,0,9,9,9,5,187,52.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,2019-12-23,2710.0,18,6,11,0.0,Sunny,38,0,11,10,10,11,218,52.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,2019-12-24,2687.5,17,8,11,0.0,Sunny,42,1,11,10,10,20,250,52.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,2019-12-25,2890.0,11,6,8,0.0,Sunny,61,17,8,4,4,37,256,52.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,2019-12-26,3080.0,11,5,8,0.1,Partly cloudy,67,24,8,3,3,47,255,52.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,2019-12-27,2945.0,10,5,7,0.8,Partly cloudy,69,35,7,2,2,36,265,52.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,2019-12-28,3085.0,11,4,7,0.4,Sunny,63,13,7,5,5,12,259,52.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,2019-12-29,2920.0,12,3,7,0.0,Sunny,57,3,7,7,7,9,251,53.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,2019-12-30,2930.0,13,3,7,0.0,Sunny,57,6,7,6,6,13,264,1.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,2019-12-31,2775.0,11,2,6,0.0,Sunny,62,4,6,6,6,8,173,1.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,2020-01-01,2760.0,10,2,6,0.0,Partly cloudy,43,5,6,5,5,5,244,1.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,2020-01-02,2787.5,13,4,8,0.0,Partly cloudy,49,27,8,7,7,9,270,1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,2020-01-03,2675.0,8,3,6,0.0,Partly cloudy,60,15,6,2,2,21,268,1.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,2020-01-04,3267.5,8,0,4,0.3,Partly cloudy,69,37,4,0,0,29,264,1.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,2020-01-05,3150.0,9,-1,5,0.2,Sunny,55,22,5,2,2,20,267,2.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,2020-01-06,2945.0,12,2,7,0.0,Sunny,47,1,7,4,4,13,217,2.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,2020-01-07,3090.0,11,2,6,0.0,Partly cloudy,58,9,6,3,3,19,257,2.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,2020-01-08,3355.0,6,2,4,0.2,Partly cloudy,72,33,4,-2,-2,40,265,2.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,2020-01-09,3360.0,5,-1,3,2.2,Cloudy,81,78,4,-2,-2,37,266,2.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,2020-01-10,3110.0,7,0,4,0.2,Partly cloudy,76,44,4,0,0,22,288,2.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,2020-01-11,3080.0,9,2,5,0.0,Partly cloudy,69,4,5,2,2,15,301,2.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,2020-01-12,3190.0,11,2,6,0.0,Partly cloudy,55,10,6,4,4,8,246,3.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,2020-01-13,3152.5107040000003,11,3,7,0.0,Partly cloudy,67,4,7,6,6,7,295,3.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,2020-01-14,3022.5,12,3,7,0.0,Sunny,63,1,7,6,6,10,141,3.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,2020-01-15,2897.5,15,7,10,0.0,Partly cloudy,46,10,10,9,9,16,167,3.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,2020-01-16,2880.0,18,7,12,0.0,Partly cloudy,35,36,12,12,12,9,194,3.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,2020-01-17,2725.0,11,6,8,0.0,Partly cloudy,59,8,8,6,6,14,282,3.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,2020-01-18,3195.0,9,2,7,1.2,Patchy rain possible,76,75,7,4,4,23,267,3.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,2020-01-19,3192.5,8,2,6,1.1,Partly cloudy,67,41,6,3,3,18,275,4.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,2020-01-20,3315.0,9,3,6,0.0,Partly cloudy,71,18,6,3,3,15,274,4.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,2020-01-21,3350.0,6,0,3,4.2,Light sleet,79,80,3,-2,-2,30,291,4.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,2020-01-22,3240.0,6,1,4,0.8,Partly cloudy,77,45,4,-1,-1,23,310,4.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,2020-01-23,3197.5,7,1,4,0.0,Partly cloudy,69,4,4,0,0,15,272,4.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
